PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA
16 164910,00,"New Building","Mixed Use/Res w Non Res",2131,YONGE,ST, ,M4S,2016/05/31,,,Response Received,"Proposed 28 storey mixed use building with a 13 storey podium, Ground & 2nd floor commercial, 624 residential units (including 2 Guest Suites), and 3 levels of below grade parking which includes a commercial parking garage.  2131 YONGE ST & 32 HILLSDALE AVE E.  Note:  See active stand alone shoring permit.","491","1361"
16 166046,00,"New Building","Apartment Building",2135,SHEPPARD,AVE,E,M2J,2016/06/01,,,Response Received,"Building D. Application to construct a 26-storey, 310 unit apartment building with 3 sub level of under ground parking.","654","0"
16 173117,00,"New Building","Mixed Use/Res w Non Res",181,DUNDAS,ST,E,M5A,2016/06/13,2017/07/04,,Permit Issued,"Proposal to construct a 50 storey + Mezzanine & Penhouse condo 563 residential units, with 2 levels of below grade parking, and ground floor commercial.  175-191 DUNDAS STREET & 235 JARVIS STREET.","400","0"
16 178022,00,"Building Additions/Alterations","Hospital",101,HUMBER COLLEGE,BLVD, ,M9V,2016/06/21,,,Response Received,"Proposal to build a 4-storey and basement addition to existing hospital building with 1077 parking spaces & 2 new loading spaces.","4554",""
16 178139,00,"New Building","Multiple Use/Non Residential",5930,FINCH,AVE,E,M1B,2016/06/21,2017/02/03,,Inspection,"construct new sprinklered Building B Phase 2 retail, restaurant, industrial, underground parking garage","349.5","349.5"
16 179973,00,"New Building","University",4700,KEELE,ST, ,M3J,2016/06/24,,,Under Review ,"Construct a new 3 storey post-secondary academic building with mechanical penthouse and solar chimney. The new building will be connected to the existing Seymour Schulich building by a below grade service tunnel and a 1 storey at-grade connection - "Expansion of the Schulich School of Business"","841","0"
16 180989,00,"New Building","Mixed Use/Res w Non Res",591,DUNDAS,ST,E,M5T,2016/06/27,,,Response Received,"Proposal to construct a 12 storey private seniors rental housing development with 332 units, commercial at grade, and 1 level of below grade parking.  146 SUMACH ST - BLOCK 32.  See active stand alone shoring & excavation 16 153362 BLD.","1154","0"
16 186839,00,"New Building","Mixed Use/Res w Non Res",33-45,NIAGARA,ST, ,M5V,2016/07/07,,,Refusal Notice,"Phase 2: Proposal to construct 18 storey condo with 501 residential units, ground floor commercial, and 3 levels of below grade parking.  PHASE 2 - 39 NIAGARA ST.  NOTE:  See active Phase 1 - 15 246701 BLD and combined Site Plan - 12 203308 under 578 Front St West.","1735.64",""
16 189230,00,"Building Additions/Alterations","Office",40,KING,ST,W,M5H,2016/07/12,2016/08/08,2016/12/07,Closed,"Green roof proposal for Scotiabank Plaza. ","226.3","0"
16 191842,00,"New Building","Multiple Use/Non Residential",1235,ORMONT,DR, ,M9L,2016/07/15,2016/11/02,,Inspection,"Proposal for new construction of 16,028.81m2 mixed office (2722.11 sq.m Group D) and industrial use building (12966.85 sq.m Div 2 Group F + 339.85 sq.m Div 3 Group F).","14595.30","0"
16 201943,00,"New Building","Mixed Use/Res w Non Res",593,YONGE,ST, ,M4Y,2016/08/05,,,Under Review ,"Proposal to construct a new mixed use building with 2 towers of 18 and 44 storey residential condominium with 4 storey  podium, 2 levels of commercial space and 4 levels of underground parking.","255.25","185.15"
16 203424,00,"New Houses","SFD - Detached",7,WAXWING,PL, ,M3C,2016/08/08,2017/03/14,,Permit Issued,"Proposal to construct a new two-storey dwelling, finished basement with an integral garage. ","58",""
16 211134,00,"New Building","Mixed Use/Res w Non Res",233,COLLEGE,ST, ,M5T,2016/08/22,,,Under Review ,"Proposal to construct a 17 storey condo and rental building with 142 units, ground floor commercial, and 2 levels of below grade parking.  231, 233, 233 A-D COLLEGE ST & 179, 181 HURON ST.","188.88","0"
16 219898,00,"New Building","Multiple Use/Non Residential",1914,AVENUE,RD, ,M5M,2016/09/08,,,Examiner's Notice Sent,"Proposal to construct a four storey commercial building with retail on ground floor and office above and one storey below grade storage","216.8","0"
16 223100,00,"New Building","Office",3500,EGLINTON,AVE,W,M6M,2016/09/15,,,Under Review ,"Construction of the operations building for the Eglinton Crosstown LRT - OPSCO BUILDING (Operations and Staff building)","876","0"
16 224197,00,"New Building","Motel/Hotel",49,CAMDEN,ST, ,M5V,2016/09/16,,,Refusal Notice,"Proposal to construct a 14 storey hotel with 124 rooms, restaurant, and 4 levels of below grade.  49-51 CAMDEN ST.","160.3","15"
16 234454,00,"New Building","Other",420,YONGE,ST, ,M5B,2016/10/07,2016/11/03,,Inspection,"Proposal to construct a single storey service building to house zambonis for the future ice rink","34","0"
16 234974,00,"New Building","Transit Station,Subway, Bus Terminal",1,IBMS WARD 26 - NORTH YORK, , ,   ,2016/10/08,,,Response Received,"Construction of the Science Centre Station of the Eglinton Crosstown LRT
","461.7","461.7"
16 243139,00,"New Building","College/Trade/Tech School/Training Cent.",1750,FINCH,AVE,E,M2J,2016/10/26,,,Under Review ,"Construct new five storey academic and administration facilities - CITE (Centre for Innovation, Technology & Entrepreneurship) at Seneca College (Newnham Campus)","2038","0"
16 248931,00,"Building Additions/Alterations","Multiple Unit Building",700,BAY,ST, ,M5G,2016/11/09,,,Under Review ,"Proposal to construct a 2 storey residential addition over the existing 30 storey building, 32 storey residential west addition with 274 new rental units, new partial slabs with in existing parking garage, reclad existing building and interior alterations to portions of the existing building.  See active interior and demo permits 16-212871 BLD 00 BA","393","0"
16 249391,00,"Building Additions/Alterations","Industrial Manufacturing Plant",195,STEINWAY,BLVD, ,M9W,2016/11/09,2017/05/11,,Permit Issued,"To construct new  Phase 2 (6,687 m sq) addition to an existing Industrial Food Processing Plant.
Phase 2.","2411.12",""
16 253042,00,"New Building","Mixed Use/Res w Non Res",875,QUEEN,ST,E,M4M,2016/11/18,,,Examiner's Notice Sent,"Proposal to construct a new 7 storey condo with 122 residential untis, 4 levels of below grade parking, ground floor retail, and City of Toronto shelter on levels P1-Level 3.  See active stand alone soil remediation and shoring 16 221835 BLD.","615.12","134.876"
16 260971,00,"Building Additions/Alterations","Hospital",30,BOND,ST, ,M5B,2016/12/06,,,Refusal Notice,"Proposal to construct a 2-storey addition to existing hospital. Scope of work includes demolishing existing 6 storey Shuter Wing and constructing new Shuter Wing. See STE 16-148963.","641",""
16 268553,00,"New Building","Apartment Building",2205,SHEPPARD,AVE,E,M2J,2016/12/19,,,Under Review ,"CONSTRUCT 19 STOREY RESIDENTIAL BUILDING WITH 4 LEVEL U/G GARAGE, CONTAINING 236 UNITS","616",""
16 269716,00,"New Building","Library",1748,ST CLAIR,AVE,W,M6N,2016/12/21,2017/06/05,,Permit Issued,"Construct a new two storey building with partial basement - St Clair Silverthorn Library","159.34","0"
16 270254,00,"New Building","Elementary School",23,GEORGE,ST, ,M9N,2016/12/22,,,Under Review ,"Proposal to construct a new two and three storey elementary school and one storey daycare facility to replace the existing St. John the Evangelist Elementary School.","652.8","652.8"
16 270269,00,"New Building","Mixed Use/Res w Non Res",30,MUTUAL,ST, ,   ,2016/12/22,,,Under Review ,"Proposal to construct a 28 storey condo with 407 residential units, commercial at grade, and 5 levels of below grade parking.","542","128.8"
16 270387,00,"New Building","Community Hall",100,WOODSY PARK,LANE, ,   ,2016/12/23,,,Response Received,"4 storey community centre with a library, aquatic centre including 2 pool basins, recreation centre, childcare centre and 3 levels of underground parking - Bessarion Community Centre","502","0"
17 103169,00,"New Building","Office",95,ARROW,RD, ,M9M,2017/01/11,,,Response Received,"Construct 3 storey CETI building with no basement and 1 garage no basement - (Infrastructure Ontario)","2818",""
17 123207,00,"Building Additions/Alterations","Multiple Unit Building",55,BLOOR,ST,W,M4W,2017/03/01,,,Refusal Notice,"Proposal to construct a 2 storey podium addition, and interior alterations to below grade levels and floors 1-3 of existing mixed use building (PHASE 1 + 2) - "Manulife Centre"","752","0"
17 126583,00,"Building Additions/Alterations","Place of Worship",80,BRYDON,DR, ,M9W,2017/03/09,,,Under Review ,"Proposal to construct a one storey addition to an existing building

Note: Applicant wants to submit ASHRAE with HVAC","301","0"
17 126828,00,"New Building","Apartment Building",18,ERSKINE,AVE, ,M4P,2017/03/09,,,Under Review ,"Construct a new 35 storey apartment building w/ underground parking (see 17-126762)
","315.9",""
17 135122,00,"New Building","Retail Store",42,OVERLEA,BLVD, ,M4H,2017/03/28,,,Examiner's Notice Sent,"One storey retail building with fully automatic fire-protection and fire alarm system - Costco Wholesale Thorncliffe Park ","0","5528"
17 139036,00,"New Building","Office",2,INTERNATIONAL,BLVD, ,M9W,2017/04/04,,,Examiner's Notice Sent,"To construct new 2 storey Shell Office Building.","1005",""
17 143336,00,"New Building","Apartment Building",200,MADISON,AVE, ,M4V,2017/04/12,,,Refusal Notice,"Proposal to construct a 6 storey apartment building. See active stand alone shoring permit 16 211013","522.6",""
17 146470,00,"New Building","Car Dealership",630,KIPLING,AVE, ,M8Z,2017/04/20,2017/07/21,,Inspection,"Construct building A (Honda)  Car dealership three storey building with no basement.","511.82","0"
17 151586,00,"New Building","Car Dealership",630,KIPLING,AVE, ,M8Z,2017/04/30,2017/07/21,,Permit Issued,"Construct buildings B and C *Jaguar, Subaru and Land Rover* Car dealerships
Green roof provided on Building A","772.47","0"
17 157021,00,"New Building","Mixed Use/Res w Non Res",900,ST CLAIR,AVE,W,M6C,2017/05/09,,,Under Review ,"Proposal to construct an 11 storey residential building above 1 storey commercial and 1 1/2 storey underground parking garage","204.3","223.77"
17 181803,00,"New Building","Apartment Building",4650,EGLINTON,AVE,W,   ,2017/06/16,,,Under Review ,"NEW 2 MID-RISE 9 STOREY TOWERS ON A 5 STOREY PODIUM RESIDENTIAL APARTMENT BUILDING GEARED TO SENIORS AND A LONG TERM CARE FACILITY TOGETHER WITH A DAY CARE","716.6","1341.43"
17 186222,00,"New Building","Car Dealership",1635,THE QUEENSWAY, , ,M8Z,2017/06/23,,,Under Review ,"New Audi car dealership over existing basement","994",""
17 193682,00,"Building Additions/Alterations","Self-Service Storage Building",55,KELFIELD,ST, ,M9W,2017/07/06,,,Response Received,"Proposed 4 storey addition to an existing three storey self storage buidling.","470",""
17 194078,00,"New Building","Community Hall",4588,BATHURST,ST, ,M2R,2017/07/07,,,Examiner's Notice Sent,"Construct a new 3 storey community centre "Sherman Campus"","1,343.6","0"
17 197737,00,"Small Residential Projects","SFD - Detached",87,BABY POINT,RD, ,M6S,2017/07/13,2017/07/31,,Permit Issued,"Proposal to install green roof on the main floor's roof at the south east corner of existing sfd-detached. See also 16 255761.","19.5",""
